species,stakeno,Color,soil,Treatment,feedstock,temperature,trtno,repno,crop,tcn,tcngkg,log10tcngkg,arctcn,oc,arcoc,C/N ratio,leafaluminum,leaflog10aluminum,leafcalcium,leaflog10calcium,leafcopper,leaflog10copper,leafiron,leaflog10iron,leafpotassium,leaflog10potassium,leafpotassiumgg,leaflog10potassiummgg,leafmagnesium,leaflog10magnesium,leafmanganese,leaflog10manganese,leafsodium,leaflog10sodium,leafphosphorus,leaflog10phosphorus,leafzinc,leaflog10zinc,revisedrootdw,log10totrootdw,shdw,logshootdw,Ngshoot,log10Ngshoot,Alshoot,log10Alshoot,Cagshoot,log10Cagshoot,Feshoot,log10Feshoot,Kgshoot,log10Kgshoot,Mgshoot,log10Mgshoot,Mnshoot,Log10Mnshoot,Nashoot,log10Nashoot,Pgshoot,log10Pgshoot,Znshoot,log10Znshoot,Combined Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,804,White,Coxville,Control,,,1,6,LS,2.80445,28.0445,1.4478,0.168257713,42.175,0.706825171,15.03859937,,,6545.898876,3.8160,,,66.09981273,1.8202,18949.06367,4.2776,18.9491,1.2776,4328.801498,3.6364,350.5037453,2.5447,830.5168539,2.9193,2445.617978,3.3884,106.770412,2.0285,0.399,-0.399,1.063,0.026574118,0.029811304,-1.525619034,,,6.958290506,0.842502556,70.26410094,1.846733494,20.14285468,1.30412102,4.601515993,0.662900936,0.372585481,-0.428774072,0.882839416,-0.054118285,2.59969191,0.414921883,113.4969479,2.054984183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,805,Green,Coxville,PC-350,PC,350,2,1,LS,1.027965,10.27965,1.0120,0.101563124,41.5,0.699983329,40.37102431,128.5002024,2.1,3097.267206,3.4910,,,73.55991903,1.8666,9066.295547,3.9574,9.0663,0.9574,1845.046559,3.2660,210.5991903,2.3235,491.548583,2.6916,1480.002024,3.1703,57.25303644,1.7578,0.508,-0.294,2.746,0.438716348,0.028227919,-1.549321139,352.8615559,2.547604345,8.505095749,0.929679207,201.9955377,2.305341775,24.89604757,1.396130405,5.06649785,0.704707863,0.578305377,-0.23784277,1.349792409,0.130266981,4.064085559,0.608962842,157.2168381,2.196499058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,806,Green,Coxville,PC-350,PC,350,2,2,LS,2.65695,26.5695,1.4244,0.163732114,41.965,0.704698249,15.79442594,292.943038,2.5,5860.21097,3.7679,,,121.0510549,2.0830,19055.08439,4.2800,19.0551,1.2800,3770.105485,3.5764,359.3776371,2.5556,1077.310127,3.0323,2339.831224,3.3692,106.5540084,2.0276,0.414,-0.383,0.956,-0.019496682,0.025400442,-1.595158726,280.0535443,2.447241073,5.602361688,0.748371143,115.7248084,2.063426471,18.21666068,1.260468769,3.604220844,0.556811394,0.343565021,-0.463991059,1.029908481,0.012798634,2.23687865,0.349642424,101.8656321,2.008027684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,807,Green,Coxville,PC-350,PC,350,2,3,LS,1.8275,18.275,1.2619,0.135600233,41.285,0.697800743,22.59097127,231.4423868,2.4,5624.588477,3.7501,,,99.52613169,1.9979,14913.31276,4.1736,14.9133,1.1736,3494.814815,3.5434,279.6399177,2.4466,723.2037037,2.8593,1991.6893,3.2992,99.50164609,1.9978,0.497,-0.304,1.578,0.19813452,0.02883795,-1.540035615,365.2160864,2.562549898,8.875600617,0.948197752,157.0522358,2.196044123,23.53320753,1.371681125,5.514817778,0.741531167,0.44127179,-0.355293835,1.141215444,0.05736764,3.142885716,0.497328589,157.0135975,2.195937264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,808,Green,Coxville,PC-350,PC,350,2,4,LS,0.787875,7.87875,0.8965,0.088879294,41.64,0.701403662,52.85102332,,,3467.681992,3.5400,,,43.74348659,1.6409,8218.141762,3.9148,8.2181,0.9148,1779.8659,3.2504,191.9559387,2.2832,684.032567,2.8351,1395.394636,3.1447,65.53141762,1.8164,0.343,-0.465,1.406,0.148016208,0.011077523,-1.955557359,,,4.875560881,0.688024584,61.50334215,1.788898716,11.55470732,1.062758949,2.502491456,0.398372603,0.26989005,-0.568813127,0.961749789,-0.0169379,1.961924858,0.29268237,92.13717318,1.964434884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,809,Green,Coxville,PC-350,PC,350,2,5,LS,1.52905,15.2905,1.1844,0.123972073,41.375,0.698714586,27.05928518,144.6302419,2.2,4617.600806,3.6644,,,69.19495968,1.8401,13117.5,4.1179,13.1175,1.1179,2659.758065,3.4248,271.5665323,2.4339,634.3185484,2.8023,1833.818548,3.2634,80.07580645,1.9035,0.546,-0.263,1.952,0.290502061,0.029847056,-1.5250985,282.3182323,2.450738926,9.013556774,0.954896199,135.0685613,2.130554274,25.60536,1.408330886,5.191847742,0.715321948,0.530097871,-0.27564394,1.238189806,0.092787224,3.579613806,0.553836174,156.3079742,2.193981135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,810,Green,Coxville,PC-350,PC,350,2,6,LS,1.30885,13.0885,1.1169,0.114656029,41.81,0.703127434,31.94407304,121.9121723,2.1,3979.438202,3.5998,,,59.39662921,1.7738,11893.33333,4.0753,11.8933,1.0753,1913.108614,3.2817,260.3014981,2.4155,465.3764045,2.6678,1566.631086,3.1950,63.90393258,1.8055,0.534,-0.272,1.854,0.268133154,0.024266079,-1.615000393,226.0251674,2.3541568,7.377878427,0.867931495,110.1213506,2.041871529,22.05024,1.343413321,3.546903371,0.549849357,0.482598978,-0.316413603,0.862807854,-0.06408591,2.904534034,0.46307647,118.477891,2.073637315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,811,Green,Coxville,PL-350,PL,350,3,1,LS,1.5475,15.475,1.1896,0.124721653,39.04,0.674900936,25.22778675,173.5001953,2.2,2700.742188,3.4315,,,86.4046875,1.9365,29046.48438,4.4631,29.0465,1.4631,2398.183594,3.3799,424.0625,2.6274,4758.652344,3.6775,2659.160156,3.4247,70.41367188,1.8477,1.032,0.014,2.926,0.466289164,0.04527985,-1.344095021,507.6615715,2.70557429,7.902371641,0.89775745,252.8201156,2.402811626,84.99001328,1.929367897,7.017085195,0.846156749,1.240806875,0.093704191,13.92381676,1.143758299,7.780702617,0.891018817,206.0304039,2.313931314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,812,Green,Coxville,PL-350,PL,350,3,2,LS,1.28265,12.8265,1.1081,0.113497656,39.185,0.676386586,30.55003313,213.9311741,2.3,1998.921053,3.3008,,,89.70506073,1.9528,24573.07692,4.3905,24.5731,1.3905,1899.317814,3.2786,408.354251,2.6110,3062.874494,3.4861,1930.066802,3.2856,59.66275304,1.7757,0.949,-0.023,3.805,0.580366075,0.048804833,-1.311537173,814.0081174,2.910628736,7.605894605,0.881150303,341.3277561,2.533171606,93.50055769,1.970814201,7.226904281,0.858952303,1.553787925,0.191391742,11.65423745,1.066483862,7.34390418,0.865927002,227.0167753,2.35605795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,813,Green,Coxville,PL-350,PL,350,3,3,LS,2.1155,21.155,1.3254,0.145965353,38.98,0.674285896,18.42590404,274.312749,2.4,2450.059761,3.3892,,,113.2159363,2.0539,31307.56972,4.4956,31.3076,1.4956,2020.517928,3.3055,522.3904382,2.7180,6238.167331,3.7951,2095.896414,3.3214,74.97709163,1.8749,0.58,-0.236,1.702,0.230985072,0.03600581,-1.443627415,466.8802988,2.669205548,4.170001713,0.620136233,192.6935235,2.284867118,53.28548367,1.726608912,3.438921514,0.536422264,0.889108526,-0.051045225,10.6173608,1.026016576,3.567215697,0.55232937,127.61101,2.105888146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,814,Green,Coxville,PL-350,PL,350,3,4,LS,2.22845,22.2845,1.3480,0.149840011,38.405,0.668382926,17.23395185,359.1336996,2.6,2890.787546,3.4610,,,145.9551282,2.1642,33600,4.5263,33.6000,1.5263,2499.505495,3.3979,610.8076923,2.7859,6120.549451,3.7868,2194.084249,3.3413,96.37893773,1.9840,0.661,-0.180,1.639,0.21460545,0.036524296,-1.437418152,588.6201337,2.769835113,4.738000788,0.675595129,239.2204551,2.378798312,55.0704,1.740918231,4.096689505,0.612433049,1.001113808,0.000483451,10.03158055,1.001369365,3.596104084,0.555832253,157.9650789,2.198561089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,815,Green,Coxville,PL-350,PL,350,3,5,LS,2.2388,22.388,1.3500,0.150190207,39.035,0.67484969,17.43567983,256.8140794,2.4,2736.534296,3.4372,,,110.131769,2.0419,28540.43321,4.4555,28.5404,1.4555,2509.061372,3.3995,705.4638989,2.8485,5834.187726,3.7660,1939.512635,3.2877,83.19602888,1.9201,0.763,-0.117,1.725,0.236814275,0.0386193,-1.413195602,443.004287,2.646407929,4.720521661,0.673989995,189.9773014,2.278701714,49.23224729,1.69224966,4.328130866,0.636300384,1.216925226,0.085263894,10.06397383,1.002769499,3.345659296,0.524481713,143.5131498,2.156891696,Reweighed and moved a granule; may be on heavy side because not cleaned very well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,816,Green,Coxville,PL-350,PL,350,3,6,LS,1.59895,15.9895,1.2038,0.12678902,40.205,0.686810589,25.14462616,230.6077236,2.4,2098.333333,3.3219,,,93.38922764,1.9703,20967.88618,4.3216,20.9679,1.3216,1649.934959,3.2175,542.945122,2.7348,3582.784553,3.5542,1324.45122,3.1220,64.98313008,1.8128,0.829,-0.081,2.22,0.346372537,0.03549669,-1.449812142,511.9491463,2.709226823,4.6583,0.668227454,207.3240854,2.316649758,46.54870732,1.667907625,3.66285561,0.563819799,1.205338171,0.08110891,7.953781707,0.900573668,2.940281707,0.468388942,144.2625488,2.159153601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,817,Green,Coxville,SS-350,SS,350,4,1,LS,1.77895,17.7895,1.2502,0.133775937,41.615,0.701150082,23.39301273,281.1586345,2.4,5425.401606,3.7344,,,118.1730924,2.0725,16307.08835,4.2124,16.3071,1.2124,3648.634538,3.5621,348.2409639,2.5419,1170.522088,3.0684,2357.831325,3.3725,95.13594378,1.9783,0.493,-0.307,1.684,0.226367876,0.029957518,-1.523494171,473.4711406,2.675293513,9.136376305,0.960773979,199.0034876,2.298860688,27.46113679,1.438718511,6.144300562,0.788472452,0.586437783,-0.231778057,1.971159197,0.294721701,3.970587952,0.59885482,160.2089293,2.204686718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,818,Green,Coxville,SS-350,SS,350,4,2,LS,1.23415,12.3415,1.0914,0.11132209,42.125,0.706318892,34.13280395,273.1453488,2.4,3853.875969,3.5859,,,104.7141473,2.0200,13612.15116,4.1339,13.6122,1.1339,2560.775194,3.4084,413.370155,2.6163,897.9127907,2.9532,1791.040698,3.2531,65.01046512,1.8130,0.576,-0.240,2.14,0.330434067,0.02641081,-1.578218279,584.5310465,2.766807583,8.247294574,0.916311507,224.0882752,2.350419134,29.13000349,1.464340537,5.480058915,0.738785227,0.884612132,-0.053247109,1.921533372,0.283647931,3.832827093,0.583519228,139.1223953,2.143397047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,819,Green,Coxville,SS-350,SS,350,4,3,LS,1.40035,14.0035,1.1462,0.118614327,41.885,0.703887607,29.91037955,200.5325726,2.3,3931.659751,3.5946,,,89.95580913,1.9540,14204.81328,4.1524,14.2048,1.1524,2375.975104,3.3758,291.9190871,2.4653,691.2946058,2.8397,2108.381743,3.3239,65.04854772,1.8132,0.446,-0.351,1.906,0.280145681,0.026690671,-1.573640508,382.2150834,2.582307822,7.493743485,0.874698823,171.4557722,2.234152111,27.07437411,1.432558426,4.528608548,0.655964782,0.55639778,-0.254614611,1.317607519,0.119786064,4.018575602,0.604072143,123.982532,2.093360501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,820,Green,Coxville,SS-350,SS,350,4,4,LS,0.9916,9.916,0.9963,0.099744424,41.635,0.701352948,41.98769665,240.3045977,2.4,3018.524904,3.4798,,,87.43908046,1.9417,9152.681992,3.9615,9.1527,0.9615,1742.310345,3.2411,287.4616858,2.4586,471.0402299,2.6731,1575.496169,3.1974,52.54578544,1.7205,0.58,-0.236,2.846,0.454250155,0.028220936,-1.549428586,683.9068851,2.834996976,8.590721877,0.934029659,248.851623,2.395940478,26.04853295,1.415783269,4.958615241,0.695360411,0.818115958,-0.087185136,1.340580494,0.127292896,4.483862096,0.651652247,149.5453054,2.174772784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,821,Green,Coxville,SS-350,SS,350,4,5,LS,0.98093,9.8093,0.9916,0.099204551,41.435,0.699323652,42.24052685,159.8447464,2.2,2767.318841,3.4421,,,62.82626812,1.7981,9533.442029,3.9792,9.5334,0.9792,1588.990942,3.2011,253.990942,2.4048,550.6865942,2.7409,1610.856884,3.2071,42.40362319,1.6274,0.712,-0.147,3.107,0.492355231,0.030477495,-1.51602073,496.637627,2.69603962,8.598059638,0.934400453,195.201215,2.290482517,29.62040438,1.471590983,4.936994857,0.693462675,0.789149857,-0.102840518,1.710983248,0.233245757,5.004932339,0.699398211,131.7480572,2.11974422,wt may be on heavy side root not cleaned very well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,822,Green,Coxville,SS-350,SS,350,4,6,LS,1.12985,11.2985,1.0530,0.106495588,41.47,0.699678882,36.70398725,131.7583333,2.1,3513.875,3.5458,,,59.47958333,1.7744,11666.45833,4.0669,11.6665,1.0669,2099.6875,3.3222,254.5645833,2.4058,695.15625,2.8421,2066.529167,3.3152,54.36895833,1.7354,0.738,-0.132,2.709,0.432825036,0.030607637,-1.514170205,356.933325,2.552587098,9.519087375,0.978595313,161.1301913,2.207176923,31.60443563,1.499748039,5.688053438,0.754963668,0.689615456,-0.161393013,1.883178281,0.274891437,5.598227513,0.748050544,147.2855081,2.168160017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,823,Green,Coxville,SG-350,SG,350,5,1,LS,1.69905,16.9905,1.2302,0.130719575,41.815,0.703178118,24.61081192,264.3450413,2.4,5081.012397,3.7060,,,102.9807851,2.0128,15125.76446,4.1797,15.1258,1.1797,2786.342975,3.4450,385.838843,2.5864,684.4483471,2.8353,2277.066116,3.3574,78.39421488,1.8943,0.68,-0.167,1.531,0.185003556,0.026012456,-1.58481865,404.7122583,2.607146359,7.779029979,0.890925445,157.663582,2.197731389,23.15754539,1.364692524,4.265891095,0.630009764,0.590719269,-0.228618863,1.047890419,0.02031587,3.486188223,0.542350831,120.021543,2.079259206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,824,Green,Coxville,SG-350,SG,350,5,2,LS,3.0598,30.598,1.4857,0.175827399,41.57,0.700693582,13.58585528,227.6134454,2.4,6524.453782,3.8145,,,108.1210084,2.0339,20457.77311,4.3109,20.4578,1.3109,4000.483193,3.6021,371.7121849,2.5702,1137.380252,3.0559,2851.911765,3.4551,125.6737395,2.0992,0.215,-0.667,0.708,-0.149905406,0.021663384,-1.664273702,161.1503193,2.20723117,4.619313277,0.664577417,76.54967395,1.883943345,14.48410336,1.160891615,2.832342101,0.452145708,0.263172227,-0.579759945,0.805265218,-0.094061059,2.019153529,0.305169342,88.97700756,1.949277796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,825,Green,Coxville,SG-350,SG,350,5,3,LS,2.0103,20.103,1.3033,0.142264449,41.37,0.698663825,20.57901806,251.5,2.4,4761.369048,3.6777,,,107.2357143,2.0303,15010.65476,4.1764,15.0107,1.1764,2752.5,3.4397,373.1349206,2.5719,916.5,2.9621,1892.22619,3.2770,78.32599206,1.8939,,,1.228,0.089233731,0.024686484,-1.607540761,308.842,2.489736356,5.84696119,0.766930211,131.6854571,2.119537816,18.43308405,1.265598003,3.38007,0.528925694,0.458209683,-0.338935738,1.125462,0.051330836,2.323653762,0.366171416,96.18431825,1.983104271,"Do not use root data (DO 2/6/17). Original 0.697; DO reweighed root 0.658, rpt. 0.654; could possibly not get all weight out of bag, may have lost some in reweighing. Use original wt. though it may have been a little high.  TS wt may be on heavy side root not cleaned very well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,826,Green,Coxville,SG-350,SG,350,5,4,LS,2.31355,23.1355,1.3643,0.152696273,41.49,0.69988185,17.93347885,268.872549,2.4,5937.901961,3.7736,,,112.4529412,2.0510,17613.78431,4.2459,17.6138,1.2459,3616.392157,3.5583,341.1843137,2.5330,722.9843137,2.8591,2436.647059,3.3868,97.06843137,1.9871,0.309,-0.510,1.238,0.092755724,0.028641749,-1.543000465,332.8642157,2.522267109,7.351122627,0.866353667,139.2167412,2.143691463,21.80586498,1.338573319,4.47709349,0.650996163,0.42238618,-0.374290299,0.89505458,-0.048150481,3.016569059,0.479513272,120.170718,2.079798656,DO checked TS no. OK 3/27/17 was 0.303 corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,827,Green,Coxville,SG-350,SG,350,5,5,LS,1.4039,14.039,1.1473,0.118765291,41.565,0.700642855,29.6068096,166.1482072,2.2,4312.589641,3.6347,,,73.74840637,1.8678,13360.93625,4.1258,13.3609,1.1258,2361.992032,3.3733,234.312749,2.3698,558.3446215,2.7469,1842.292829,3.2654,68.97888446,1.8387,0.41,-0.387,1.635,0.213544319,0.022953765,-1.639146069,271.6523187,2.434013416,7.051084064,0.848255892,120.5786444,2.081270397,21.84513078,1.339354649,3.861856972,0.586796185,0.383101345,-0.416686324,0.912893456,-0.039579906,3.012148775,0.478876419,112.7804761,2.052233924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,828,Green,Coxville,SG-350,SG,350,5,6,LS,1.4242,14.242,1.1536,0.119624955,41.56,0.700592128,29.18129476,273.0611814,2.4,4510.443038,3.6542,,,104.1550633,2.0177,13165.21097,4.1194,13.1652,1.1194,2652.763713,3.4237,277.9472574,2.4440,622.7468354,2.7943,1773.481013,3.2488,82.3443038,1.9156,0.681,-0.167,1.786,0.25190577,0.025436212,-1.594547564,487.68727,2.688141419,8.055651266,0.906100657,186.020943,2.269561842,23.51306679,1.371309278,4.737835992,0.675580023,0.496413802,-0.304156152,1.112225848,0.046192984,3.167437089,0.500707998,147.0669266,2.167515017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,829,Green,Coxville,55-350,55,350,6,1,LS,1.243,12.43,1.0945,0.111722181,39.82,0.682881392,32.03539823,301.7723577,2.5,2799.53252,3.4471,,,154.8294715,2.1899,20631.30081,4.3145,20.6313,1.3145,1825.284553,3.2613,434.7906504,2.6383,2419.979675,3.3838,2103.861789,3.3230,58.56971545,1.7677,0.868,-0.061,2.843,0.453792135,0.03533849,-1.451752012,857.938813,2.933456316,7.959070955,0.900862376,440.1801876,2.643630491,58.65478821,1.768303471,5.189283984,0.715107438,1.236109819,0.092057056,6.880002215,0.837588578,5.981279065,0.776794066,166.513701,2.221449974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,830,Green,Coxville,55-350,55,350,6,2,LS,1.01745,10.1745,1.0075,0.101040563,40.24,0.687167479,39.54985503,229.2130802,2.4,2785.464135,3.4449,,,86.62953586,1.9377,17114.21941,4.2334,17.1142,1.2334,1805.892405,3.2567,323.7299578,2.5102,1935.694093,3.2868,1953.004219,3.2907,54.61075949,1.7373,0.743,-0.129,3.074,0.487717991,0.031276413,-1.504783061,704.6010084,2.84794326,8.562516751,0.932601434,266.2991932,2.425369851,52.60911046,1.721060959,5.551313253,0.744395735,0.99514589,-0.002113246,5.950323641,0.774540588,6.00353497,0.778407045,167.8734747,2.22498208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,831,Green,Coxville,55-350,55,350,6,3,LS,0.896005,8.96005,0.9523,0.09479947,40.2,0.6867596,44.86582106,259.803719,2.4,2956.342975,3.4708,,,97.54628099,1.9892,16243.32645,4.2107,16.2433,1.2107,2151.942149,3.3328,339.8760331,2.5313,2161.384298,3.3347,1963.667355,3.2931,56.33553719,1.7508,1.631,0.212,4.054,0.607894457,0.036324043,-1.439805822,1053.244277,3.022529108,11.98501442,1.078638561,395.4526231,2.597094461,65.85044541,1.818558717,8.723973471,0.940714336,1.377857438,0.139204285,8.762251942,0.942615736,7.960707459,0.900951665,228.3842678,2.358666184,"wt correct, wt may be on heavy side root not cleaned very well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,832,Green,Coxville,55-350,55,350,6,4,LS,1.4325,14.325,1.1561,0.119974703,40.355,0.688339762,28.17102967,263.7458333,2.4,2827.375,3.4514,,,108.0689583,2.0337,23177.5,4.3651,23.1775,1.3651,2046.277083,3.3110,458.39375,2.6612,3315.5625,3.5206,2219.833333,3.3463,70.02333333,1.8452,0.703,-0.153,1.866,0.270934913,0.02673045,-1.57299373,492.149725,2.692097247,5.27588175,0.722295053,201.6566763,2.304612605,43.249215,1.635978229,3.818353038,0.58187608,0.855362738,-0.067849673,6.186839625,0.791468858,4.142209,0.617232008,130.66354,2.11615442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,833,Green,Coxville,55-350,55,350,6,5,LS,1.93335,19.3335,1.2863,0.139496938,39.965,0.68436196,20.67137352,212.6634043,2.3,3332.638298,3.5228,,,98.82170213,1.9949,30819.3617,4.4888,30.8194,1.4888,2228.382979,3.3480,502.693617,2.7013,3868.957447,3.5876,2950.957447,3.4700,66.87340426,1.8253,0.552,-0.258,1.648,0.216983559,0.031861608,-1.49673231,350.4692902,2.544649969,5.492187915,0.739745388,162.8581651,2.211809537,50.79030809,1.705780847,3.672375149,0.56494704,0.828439081,-0.081739422,6.376041872,0.80455116,4.863177872,0.686920154,110.2073702,2.042210639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,834,Green,Coxville,55-350,55,350,6,6,LS,1.30445,13.0445,1.1154,0.114462298,40.3,0.687779173,30.89424662,214.0562016,2.3,2736.085271,3.4371,,,87.89689922,1.9440,21374.8062,4.3299,21.3748,1.3299,1931.693798,3.2859,438.4903101,2.6420,2771.375969,3.4427,2267.51938,3.3556,57.71782946,1.7613,0.787,-0.104,2.347,0.370531593,0.030615442,-1.514059473,502.389905,2.701040904,6.421592132,0.807642718,206.2940225,2.314486644,50.16667016,1.700415275,4.533685345,0.656451375,1.029136758,0.01247309,6.504419399,0.813208536,5.321867984,0.726064097,135.4637457,2.13182308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,835,Green,Coxville,82-350,82,350,7,1,LS,1.9798,19.798,1.2966,0.141173832,40.83,0.69317616,20.62329528,273.207113,2.4,4031.527197,3.6055,,,117.6100418,2.0704,20585.12552,4.3136,20.5851,1.3136,2431.841004,3.3859,284.5230126,2.4541,2478.619247,3.3942,2242.677824,3.3508,70.59811715,1.8488,0.389,-0.410,1.567,0.195096711,0.031023466,-1.508309684,428.115546,2.631560999,6.317403117,0.80053859,184.2949356,2.265513401,32.25689169,1.508622516,3.810694854,0.581004173,0.445847561,-0.350813605,3.88399636,0.589278814,3.514276151,0.545835885,110.6272496,2.043862115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,836,Green,Coxville,82-350,82,350,7,2,LS,0.884015,8.84015,0.9465,0.094161154,41.005,0.694955768,46.38495953,158.3119608,2.2,2867.843137,3.4576,,,60.52137255,1.7819,13665.23529,4.1356,13.6652,1.1356,1545.701961,3.1891,230.8666667,2.3634,814.272549,2.9108,1493.786275,3.1743,50.5754902,1.7039,0.569,-0.245,2.347,0.370531593,0.020747832,-1.683027276,371.558172,2.570026818,6.730827843,0.828068483,142.0436614,2.152421858,32.07230724,1.506130204,3.627762502,0.559638847,0.541844067,-0.266125678,1.911097673,0.281282884,3.505916386,0.544801554,118.7006755,2.07445319,"DO checked no on bag, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,837,Green,Coxville,82-350,82,350,7,3,LS,1.2125,12.125,1.0837,0.110337322,41.265,0.697597626,34.03298969,246.57,2.4,3512.98,3.5457,,,94.2488,1.9743,15591.84,4.1929,15.5918,1.1929,1697.382,3.2298,300.69,2.4781,1344.232,3.1285,1752.014,3.2435,56.9586,1.7556,0.543,-0.265,2.374,0.375499008,0.02878475,-1.540837538,585.35718,2.76742095,8.33981452,0.921156392,223.7466512,2.349756544,37.01502816,1.568378084,4.029584868,0.605260307,0.71383806,-0.1464003,3.191206768,0.503954944,4.159281236,0.619018287,135.2197164,2.131040021,"DO checked no on bag, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,838,Green,Coxville,82-350,82,350,7,4,LS,2.1746,21.746,1.3374,0.148005012,40.245,0.687218459,18.50685183,200.8307851,2.3,4854.028926,3.6861,,,93.11756198,1.9690,23186.36364,4.3652,23.1864,1.3652,2698.38843,3.4311,435.2747934,2.6388,2359.876033,3.3729,2293.92562,3.3606,81.57107438,1.9115,0.431,-0.365,1.252,0.097639016,0.027225992,-1.565016287,251.440143,2.400434615,6.077244215,0.783706689,116.5831876,2.066635926,29.02932727,1.462836972,3.378382314,0.528708795,0.544964041,-0.263632153,2.954564793,0.470493518,2.871994876,0.458183661,102.1269851,2.009140511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,839,Green,Coxville,82-350,82,350,7,5,LS,2.0926,20.926,1.3207,0.145167548,41.015,0.695057424,19.60001911,142.8124481,2.2,3939.605809,3.5955,,,79.09771784,1.8982,21355.18672,4.3295,21.3552,1.3295,2519.253112,3.4013,350.4688797,2.5446,2108.008299,3.3239,1982.122407,3.2971,84.38236515,1.9263,0.347,-0.460,1.2,0.079217436,0.0251112,-1.600132533,171.3749378,2.23394731,4.727526971,0.674634015,94.91726141,1.977345199,25.62622407,1.408684619,3.023103734,0.48045305,0.420562656,-0.376169294,2.529609959,0.403053562,2.378546888,0.376311717,101.2588382,2.00543294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,840,Green,Coxville,82-350,82,350,7,6,LS,1.1622,11.622,1.0653,0.108015299,41.04,0.695311549,35.31233867,135.3339216,2.1,2944.392157,3.4690,,,69.06666667,1.8393,14213.43137,4.1527,14.2134,1.1527,1582.852941,3.1994,309.6431373,2.4909,1083.254902,3.0347,1463.780392,3.1655,57.65098039,1.7608,0.911,-0.040,2.488,0.395867831,0.028915536,-1.538868753,336.7107969,2.527257043,7.325647686,0.864846028,171.8378667,2.235118872,35.36301725,1.548549313,3.938138118,0.595290944,0.770392125,-0.113288165,2.695138196,0.430581039,3.641885616,0.561326301,143.4356392,2.156657073,"wt may be on heavy side root not cleaned very well, DO used 12/11/17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lettuce,841,Orange,Coxville,PC-500,PC,500,8,1,LS,1.8037,18.037,1.2562,0.134708945,41.945,0.704495608,23.25497588,156.9663136,2.2,5528.919492,3.7426,,,81.45105932,1.9109,16491.80085,4.2173,16.4918,1.2173,3186.059322,3.5033,260.1758475,2.4153,555.5847458,2.7448,1902.993644,3.2794,88.77055085,1.9483,0.614,-0.212,1.473,0.16823223,0.026568501,-1.575632948,231.2113799,2.364009206,8.144098411,0.910843013,119.9774104,2.079099484,24.29242265,1.385470829,4.693065381,0.671456605,0.383239023,-0.416530275,0.818376331,-0.08704694,2.803109638,0.447640085,130.7590214,2.116471662,"wt may be on heavy side root not cleaned very well, DO used 12/11/17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
